document	label
누가 꿀교양이라 그랬어?? 해야될 거 겁나 많고 과제하면서 내가 왜 이걸해야할까 회의감이 들었음... 인터넷서치하면 금방 나올 정보를 2시간동안 들어야한다는게 시간낭비입니다.	02222
조를 잘만나야합니다 ㅎㅎ.. 과제도 생각보다 많고요	02222
시키는게 매우매우매우 많다 하지만 수업안들어도되고 공부도 안해서 부담이 적음 그리고 패페 최곱니다 시키는거만 다하면 패스받으니 할만합니다	02222
페스페일이라고 쉽게 생각했다간 힘듦 과제 많음진짜 조별이며 개별이며 여러 과제가 많아서 힘들고 수업이 늦다면 더 힘들고아참 한번 결석이면 페일임	02022
확실히 개꿀임. 과제가 많다고들하는데 전공이 워낙에 과제가 많아서 그런지 그냥 개꿀이었음. 뭐 많다고 해도 분량만 사사삭 채우면 되는거라 걱정 놉. 근데 진짜 내용은 재미없음. 수업 시간 버티기 힘들었음.	02222
진짜 이거 꿀교양아닙니다..,, 수업이야 그렇다 치더라도 진짜 페스패일치고 과제가 끊이질않아요,,,시험기간에 과제주기도 하고 하.,,,걍 여러모로 스트레스 받았던 수업. 꿀 아니니까 기대하지 마세요...+말많은교수님은 덤	02220
과제 정말 많음. 이제 끝났겠지? 싶을 때 또 내주심... 보통 과제 유형은 보고서나 감상문 형식으로 2페이지 꽉 채워서 내야함	02222
패스페일 과목이라서 과제, 발표 부담이 없고(분량만 채우면 됨.) 시험이 없다는 것이 장점! 다만 꿀교양이 소리에  너무 많은 것을 바라고 수강신청했다면 스트레스 받을 수 있음	11222
특징만 나열할게요.1.1학년 1학기, 다들 친구 만들려고 혈안일때 들어야 재미있는 과목2.패스패일이라서 듣는게 아니라, 진짜 자기 미래에 대해  고민해보면서 들어야 수업이 아깝지 않음. 편한 교양이라서 듣는다면 불만투성이 수업이 되버릴거임. 편하지 않우니까.3.과제는 2패이지 보고서 4개, 조별과제 한 번, 조원과 모임 한 번	02222
과제 없음+ 시험없음(진짜 간단한 시험 한번)+ 패페가 이 강의의 유일한 장점이다. 수업 내용은 고등학교때 진로 수업이랑 차이가 없을 정도로 퀄리티가 떨어지며 교수님이 말씀이 엄청 많으셔서 피곤하다. 정말 말씀이 끊이질 않는다. 전혀 대학 강의같지 않고 매 강의마다 조별 토론있는데 안친해지고 어색하면 한학기 내내 불편함. 학습지 맨날 뽑아가야됨.	11202
패페인건 좋은데 짜잘짜잘한 과제들이 많아요 나의 장점과 단점 300자 쓰기 500자 쓰기 이런것들  학기 초에 다른과 친구들을 만날 수 있어서 좋긴 했는데  좀 귀찮은 강의이긴 했어요	02222
학기중에는 꿀교양이라는 생각 절대 안듬 과제 매우매우매우 많음그 어떤 수업보다 많다고 단연코 얘기할 수 있고 화장실 갈때도 조교가 체크하고 10분내로 안오면 패널티 줌 패널티 4갠가 5개 모으면 자동 에픈데 에프 받는사람 거의 없음시험때 부담없어서 시험때는 개꿀 조잘걸리면 재밌지만 조 잘못걸리면 그냥 한학기동안 앉아있는것뿐인 수업	01022
페페치고 귀찮은 과제가 꽤 있고, 핸드폰도 못하게 하지만시험 문제 다 알려주고 출석해서 듣기만 하면 된다	01222
패스페일 이라 들은 과목 정말 귀찮은 수업 과제 너무 많이 시킴	02222
처음에 조별로 랜덤지정석에 앉게되고  지정석이 1학기동안 너의 자리야 일단 조원들을 잘 만나야 1학기동안 재밌는 수업이 되고 아니면 쫌 지루할 수도 있어 중간중간에 뭐 쓰라는거 많은거랑 파일에 활동지 채워야되는거 빼고는 2학점에pf과목이라 감수할만하다	02222
1. 교수님의 수업 스타일 ? 고등학교 진로 수업보다 아주 조금 유익한 느낌의 수업. 강의는 잘 진행해주시지만 내용 자체가 그렇게 퀄리티 높지는 않음.2. 과제 방식 및 양 - 과제는 아주 빈번하게 있음. 대자보 만들기와 같이 아무리 3학점이라고 하지만 아주 번거로운 과제들.3. 강의의 장단점 - 장점 : 마주칠 일이 없는 다른 단과대 친구들을 만나서 인맥을 넓힐 수 있음. 흔히 썸평통이라 말하는 것처럼 자신의 연인을 찾을 수 있지만 그것은 극소수 ㅡㅡ학교에서 이루어지는 행사들의 정보를 얻을 수 있음,.- 단점 : 일단 수업시간에 핸드폰을 만질 수 없음. 한번 결석하면 무조건 F. 과제가 너무 많음. 조가 랜덤으로 지정되기에 복불복4. 조별 과제 여부 - 조 친구들과 같이 밥이든 술이든 먹고 인증샷보내기 (첫시간)* 주의사항 : 썸평통을 꿈꾸고 간다면 왠만하면 비추. 같은 조가 아니면 말할 일도 거의 없음.	01022
일단 이 수업은...아마 꿀교양이라도 올라와 있을텐데 사실 페스 페일이라서 부담없는거 빼곤 잘 모르겠어요ㅠㅠ 고등학교 진로시간? 중학교 도덕시간? 같습니다 ㅎ 핸드폰 쓰면 안되고 자면 안되고 화장실 갈 때도 학생증 맡기고 가야하고 매일매일 파일 가져와야 하고.. 깜빡해도 감점.. 써야할 것도 굉장히 많습니다. 친구 사귈거라 기대하고 갔는데 막상 가니까 조원들이랑 밖에 안친해지더라구요ㅎㅎ 조원들이랑도 막~친해진 것도 아니고 그나마 같은 과 친구 있어서 재밌었습니다. 수업 끝나면 마주칠 일도 거의 없고 연락도 잘 안해요ㅠㅠ 다른 조는 모르겠지만 저희 조는 그랬어요;-( 과제는 수업에서 하는거 하나 하나가 다 과제 입니당.. 이거 다 해야 기말때 제출하고 패스받을 수 있습니다! 과제는 동영상 보고 감상문 쓰는 것도 있고.. 나에 대해서 쓰는 것도 있고 MBTI 검사도 하고 등등.. 저는 꿈이 확실치 않은데 자꾸 꿈의 확실성을 강요하는 것 같아서 좀 힘들었습니당.ㅎ 꿈 찾고 싶어서 갔는데 오히려 다른 애들보고 약간 자괴감 느끼기도 하궁..ㅎ 중간고사도 있습니다ㅠ 약~간 암기 필요해용 문제는 알려주시니까 걱정 마시구요. 30분 전에 공부해도 패쓰할 수 있습니다. 중간에서 페일당하는 사람도 있다는데 저희 수업에선 없었구요 시험 페일 기준은 모르겠습니다!! 아무튼 이 수업 한 단어로 말하면 '귀찮음'입니다. 귀찮더라도 학점 채우고 성적에 구애 안받고 싶다면 추천드립니다^^ 근데 늦은 시간대 하지마세요.. 배고파요	01022
PF라는 말에 현혹당해 수강신청 하지 말자. 매우 ㅈㄹ맞은 조건에 정신적으로 스트레스가 넘친다. 폰 못만지는건 그렇다 치자. 결석 1회에 바로 F행이다. 유고결석계가 안나오는 경우면 네가 얼마나 수강했던 전부 무로 돌아간다. 그렇다고 수강내용이 가치있는가? 그냥 날잡고 강남교보 자기개발서 코너나 돌아보자. 과제나 시험은 별로 없다 해도, 과제 자체가 귀찮고 짜증나는 형태이고, 무엇보다 종강일에 파일 작성이 미흡하면, 낙오자들 끼리 한주 더 출석해야 한다는 정신나갈 스트레스를 받을 수 있다. 결론은 그냥 듣지말자. 돈을 허공에 뿌리는 죄책감을 경험해 보고 싶다면 듣고, 친구에게 빅엿을 선물하고 싶다면 추천하자.	00002
솔직히 별로입니다.  돈아까운데 그냥 페페라 넘어가는정도. 내가 가르쳐도 저정도 할수있겠단 수준입니다.  깐깐하고 일부러 필기하라고 칸만들어놔서 필요없는 거 쓰게 만들어놔요. 암걸리니 페페라도 거를 사람은 거르고, 학점딸 용도면 들으세요.	02022
패스페일 과목치고는 약간 빡빡한 과목이라고 생각했습니다. 시간을 보기위해 휴대폰을 만지는 것 조차 허용되지 않고 한 번 결석 시 페일처리 됩니다. 중간고사는 지필고사였고 기말고사는 워크샵 및 포트폴리오 제출로 대체하였습니다. 거의 모든 활동을 조원들과 함께 팀으로 해결했습니다. 개인적으로 추천하고 싶지는 않은 강의입니다.	00002
고등학교 진로 시간이랑 거의 비슷해요.다들 고등학교 진로 시간에도 그랬겠지만 몇 명에게 포커스 맞춰서 진로를 알아보는 시간이 아니고 여러 명에게 적용되는 다소 일반론적인 얘기를 하다보니 얻어갈 건 별로 없어요.다만 머리 쓸 일 없이 학점 채우고 싶다하면 괜찮은 수업입니다.시험은 한 번 있고 문제를 거의 알려주십니다.아주 심각하게 못 보지 않는 이상 패스 주시는 것 같아요.근데 한 번 결석하면 바로 페일 처리되는 게 아주 짜증나요	21022
출결과 나중에 내는 포트폴리오가 중요하다P/F 과목이기 때문에 수강신청 경쟁률이 아주 치열한 과목이다1학년만 들을 수 있는 과목이기 때문에 그냥 한번쯤 들어볼까 하는 수업으로 들을거면 들어도 괜찮을 것 같다중간은 없기때문에 좋지만 시간을 잘 선택하자 저녁수업은 좀 피곤하다포트폴리오전에 기말과제가 있는데 전지에 자신의 비전 꿈을 적고 그걸 벽에 붙어서 학생들에게 설명하는 시간을 갖는데 그때 빼고는 수업이 그렇게 빡세지 않다	01022
강의력은 어쩔 수 없음. 근데 수업 안듣고도 충분히 커버 가능한 수준임. 나도 수업때마다 옆 친구랑 수업 집중 안했었는데(사실 수업 집중하기가 조금 힘듦) 시험 전에 혼자 법대 케이스답안지 형식으로 시험 준비하고, 달달외워서 그대로썼더니 A+ 받음. 나랑 같이 앉았던 친구도 A0는 받은 것 같음. 비율은 채워주시는 편. 다만 답안지 쓸 때 단순히 쓰기보다는 수업시간에 다룬 외국사례/철학 이론(ppt올려주시는것)을 적용시켜서 쓰면 좋아하시는듯(따로 중간고사 점수 확인하러갔을때 그렇게 쓴 것 좋다고 하셨음). 교수님 강의력이 별로라고해서 점수 낮게주시는건 아니고, 성적인 부분에서는 본인이  수업ppt 참고해서 준비하면 점수는 잘 받을듯. 교수님 자체는 정말 따뜻한 분이심.	01201
강의력이 너무 별로다 의식의 흐름대로 자기가 하고싶은말만 한다. 목소리도 작아 전달력도 없다 듣다가 자괴감이 드는 수업.	22202
수강계획표에 전혀 신경 안 쓰고 본인만의 룰을 재창조하신다는 부분에서 짜증나고 대책 없는 교수님 같지만 학점은 잘 주심기말고사 외에도 퀴즈가 세번 정도있었고 반영 비율도 만만치않음	20222
교수님이 굉장히 좋으시고, 강의도 재밌음. 하지만 강의가 쉽다보니 문제를 치사하게 냄. 시간을 되돌린다면 안 들을 듯. 플러스로 채워주시지도 않음.	21222
수업자체는 그냥 받아적다 끝나기 때문에 따라가기 무난함 교수님이 다른 수업 못하는 교수 욕을 하며 본인 자랑을 하기에 수업을 잘하는 것처럼 세뇌 되지만 정신차려보면 딱히 별차이 없음그외에도 다른 교수 욕을 지나치게 많이해서 사람이 좀 덜된느낌이 듬뭐 수업이랑 관계는 없지만 개인적으로 듣기 거북했음	20221
강의 좋았음 철학 하나도 모르지만 들을만 했음 근데 셤문제 진짜 곳곳에서 나온다 학생들도 수업하나 안듣는거 같은데 다들 셤 잘봄 신기	20212
진보적이지 않고, 역사 특히 정치철학 이런 거에 관심이 없으면 딱히 듣지 않는 걸 추천. 어차피 수업 60명 중 제대로 수업 듣는 학생들은 10명 정도밖에 안됨. 나머지 50명은 그냥 과제하거나 폰함. 그래도 나눠준 프린트만 암기하면 점수는 본인이 최소한의 노력은 한다는 전제하에 비제로는 못해도 나옴.근데 에이쁠이나 에이제로는 확실히 수업 잘듣고 프린트 구석구석까지 암기 다하는 학생들만 받을 수 있음. 근데 점수는 그렇다치고 아까 말했듯이 정말 정치철학과 한국사 그리고 근현대 자본주의 민주주의 이런 것들에 대한 기본적인 흥미가 없다면 100퍼 킬링타임 밖에 안됨. 내가 킬링타임하려고 수업듣나 이느낌 1학기 동안 들 거. 노력해서 함 들어봐야지 싶어도 그게 잘 안됨. 그래도 이런 수업 대학생 때 한 번 쯤 들어보는 것도 도움이 될 듯. 사람마다 차이가 있겠지만 본인한테 굉장히 도전이 될 수도 있는 수업. 그래도 교수님은 인격적인 편에 속하신 분이라서 이건 좋음. 정리하면 본인이 진보적 정치 성향이 있으면 교수가 종종 던지는 말에 공감할 수 있을 거고 근데 이건 2차적인 이유고 가장 중요한 건 정치철학이랑 역사에 관심이 있어서 교수님이 썰푸는 거 듣고 싶다 하면 그런 사람들에게 제격인 강의. 그래서 정치성향 안맞아도 본인 관심사가 이쪽이면 듣는 데 사실 문제없음. 어쨌든 관심사랑 관련이 없다면  60명 중 딴짓하거나 과제하는 50명에 속하게 될 확률이 무지 높음. 수업의 수준은 솔찍히 고교 수준에서 아주  조금 더 심도있게 주제를 다루는 정도임. 수업에 관심은 없지만 프린트 적당히(?) 수업듣고 필기하고 잘 외우고 해서 A-나 B+  받고 싶은 사람은 어쩌면 혜자과목이 될 수도 있는 수업.	20211
수업 재밌었음. 철학 좋아하면 재밌을듯. 그게 아니더라도 교수님 입담이 좋으셔서 재밌으심ㅋㅋㅋㅋ 다만 전공에 치여서 시험공부 제대로 못한게 아쉬움 ㅠㅠ.. 프린트 통째로 외우면 점수 잘받을거임. 점수는 잃었지만 좋은 수업이었다.	20211
중간기말출석만 있음 개인플레이로 각자 공부하고 시험보는거라서 제일 좋았도 철학교양이라서 뭘 길게 써야하는줄 알았는데 단답형이라서 좋았고 프린트가 오지고 지리게 자세해서 좋았음 프린트에 없고 수업때 말하는거 한 3개? 2개? 정도 시험에 나왔음 비플받고 만족함	20222
하는 만큼 나오는 성적. 솔직히 이 강의 성적으로 까면 본인이 열심히 안한거. 철학을 좋아해서 들었는데 사실상 어려운 철학은 아니었고 생윤 정도의 철학이었음. 그리고 개인적으로 교수님 가끔 딴 길로 새시는거 나는 재미있었음ㅠ 말하는 센스가 좋으셔서. 중간고사까지는 프린트 양도 별로 없고 다른 얘기도 많이 해주셔서 재미도 있고 공부하기도 ㄱㅊ았는데 갑자기 기말부터 프린트양 기하급수적으로 늘고 딴 얘기 안하시고 수업만 하심. 중간지나고나서부터 잠옴ㅠ 그래도 프린트 꼼꼼히 만들어주셔서 공부하기 좋았음. 그리고 살짝 교수님 진보적 성향 뿜뿜하심. 나와는 성향이 맞아 괜찮았다만 그게 불편할 것 같은 사람은 듣지마시길.	20212
과제가 없다는 점에서 편하긴 합니다. 시험도 프린트를 달달달 외우면 쉽긴 할 겁니다. 다만 수업을 듣는 것에는 조금 의문이 듭니다... 강의력이 다소... 네... 자꾸 딴 얘기를 하시고... 음... 수업시간 집중력과 별개로 암기에 자신 있다면 들으세요! 학점 따기 쉬우실 겁니다.	20202
나눠주시는 프린트가 있는데 프린트가 엄청 꼼꼼해서필기를 하기보단 거의 프린트만으로  공부했어요근데 그 프린트가 엄청 많음 시간잡고 달달 외워야합니다ㅠ교수님이  수업하시는 내용자체는  지루하게 느껴지실 수 있지만밑분이 말씀해주신것처럼 가치관말씀해주시는게  거북하게 들리지않고 개인적으로 좋았어요 철학 관심없었는데도 꽤 생각이 많아지게하고 의미있는 수업이였던것 같습니다!하지만 외울거  정말 많아요...ㅠ	20212
사회적 문제들에 관한 자료도 나눠주시고, 철학자들에 대한 다양한 관점도 배울 수 있어서 좋았음.  수업을 통해 상식, 생각 넓힐 수 있었음.근데, 설명 중 다른 내용으로 새실 때가 많음. 교수님께서 가끔 자신의 가치관을 이야기 하실 때 거북하게 들리지 않아서 좋았음. 팀플 이런 거 없고, 시험 2번으로 끝나니까 귀찮은 것은 없지만  프린트 자료 양이 적지 않으니 평소에 시험공부 열심히 해야함. 시험은 프린트 달달 외워야지 좋은 점수 받을 수 있음.	20212
철학에 관심이 없다면 듣지 마세요....수업 전체가 철학적인 내용이라  철학에 관심이 없으면 너무너무너무너무 지루합니다 고통스러워요ㅠㅠㅠ 교수님도 이야기하다가 딴길로 많이 새시고... 시험은 답이 딱딱 떨어지게 내주셔서 좋긴 한데 정말 골고루 나와서 주신 자료 전체를 다 외워야해요 자료 분량도 많습니다ㅠ과제 없고 팀플 없고 교수님이 학생들 귀찮게 안하시는건 정말 좋지만 철학 잘 모르는 저같은 사람이 듣기에는 매우 고통스러웠습니다	20202
1. 50문제 모두 객관식으로 낸다고 예고함. 수강생이 많으니 채잠하기 힘들다고.근데 50문제 모두 단답형+주관식으로 나옴. 그냥 수업이고 뭐고 프린트 달달 외우면 됨. 2. 프린트 내용 하다가 샛길로 잘 샘... 그냥 할아버지가 중구난방하게 옛날 이야기해주는 것 같음. 막상 쓰려고 하면 정리가 잘 안 됨. 3. 이거 강의평에 한 만큼 잠수 받아간다는 거 믿고 대학강의다운 강의라는 말 듣고 했는데 글쎄... 4. 그래도 좋은 건 생각할 수 있는 힘을 길러준다는 것. 성적은 모르겠지만 이 수업 수강하면서 당연한 걸 당연하개 받아들이지 않는 방법을 배워서 문제의식이 높아지고 글쓰기 능력도 향상됨.	20222
좀 지루함.....다들 수업 안듣는 것 같던데 시험은 잘 봄...시험은 프린트에서 주로 나오는데 이곳저곳에서 나와서걍 다 암기해야 됨....그리고 몇문제는 수업 중 말씀하신거 ....수업은 좀 지루함..... 교수님은 정말 똑똑하시고 좋은 분 같음	20201
글쎄... 평이 좋아서 기대하고 들었던 수업인데 정말 '글쎄' 같은 수업임.2주에 한번 주제에 맞게 A4한장 분량 글을 써가야 하는데, 수업 전에 학생 글을 보고 총평? 감상?을 남겨주심. 이게 말투인지는 몰라도 짜증내듯이 말하는 화법이라 그냥 매 수업마다 교수님 짜증 받아주러 가는 것 같았음.학생들 질문의 질이 낮은건 다른 학우들도 언급한 부분이고... 그것도 처음에 가이드라인을 주지 않고, 수준 낮은 질문도 교수님이 방치한 데에서 생겨났다고 보는지라ㅠ... 정말 글쎄임...무엇보다 이 강의는 수업의 방향을 먼저 잡는게 중요한듯. <스피치와 컨텐츠>임에도 스피치에 대한 피드백 일절 없음. 차라리 글쓰기 수업에 더 가깝다고 생각함. 컨텐츠 개발은 신선한 주제가 많으나 가이드라인이 없어 과제가 중구난방해짐. 그래서 교수님 마음에 드는 발표문이 나오지 않는거라고 생각함.... 악순환인것임. 강의에 애정을 갖고 다듬으면 매력있는 수업이 될 거라고 생각함.	22200
발표 혼모노들이 듣기 좋은 수업. 과제는 격주로 에이포 한 페이지씩 써가면 되고 중간,기말은 대체과제로 이전 과제 일정과는 무관하게 제출해야함. 따라서 운이 안좋으면 같은 날에 원래 과제와 시험대체과제 두개를 내야함. 교수님은 칭찬보다는 꼬집는 말을 많이 하시는데 문제는 학생들임. 매주 4-5명이 발표를 하고 발표가 끝난 뒤에는 청중들이 질문을 할 수 잇는데 이게 플러스 점수다보니 막 되도않는 질문들 많이함. 현재 고학년으로 수업을 듣고잇는데 대개 열정뿜뿜한 일학년들이 발표를 할 때는 혼자 흥분해버려서 발표의 템포가 엄청 빨라지거나 후에 이불킥할만한 발표를 함. 그리고 질문할때는 점수를 따기 위해선지 무리수 질문을 많이 함. 예시로 하나들자면 발표자료중 논문의 출처를 보고 자신이 생각한 저자가 맞냐 그 저자는 그런 생각을 가지고 잇지 않던데.. 이런 질문이 잇엇음. 또한 다들 주제범위에서 너무 벗어난 질문들을 많이 던짐제발 정상적인 질문들 하자 애들아 일학년들은 흑역사 만들지말고	02200
프로젝트하면서 내게 필요한 기술들이 뭐가있고 앞으로 뭘 배우면 좋을지 생각하게 되고 재밌었음. 다른 애들 발표들으면서 생각이 다양하구나라고 느꼈고 미래에 어떤 제품들이 나올지 앞서 본 느낌이어서 좋았음 개인적으로 나머지 과제도 전공관련해서 시야가 트이는 것 같아서 도움되었음! 강의자료랑 설명하시는 것보면 자세하고 잘 정리해 놓으신 것같고 준비를 정말 많이 하시는 것 같아 보기 좋았음..!ㅜ이번학기는 근대 정말 1학기에 넣으신게 아쉽..매년 피드백받고 수정하고 다시 쉅준비하시는게 보임ㅎㅎ다음번엔 2학기로 넣으시지 않을까 생각,,,학생들이 잘 따라오는지 계속 확인하시고 재설명해주시는것도 좋았고 갠적으루 좋은 교수 좋은 수업이었다고 생각함	22211
센서/인공지능/CPU/OS 등등 스시소에서 엠베디드 컴퓨팅에 대해 학생들이 배울 내용 한번 정도 훝는 수업. 교수님 스타일 상 이것 저것 하라고 하시는게 많아서 의미없다고 느낄 수 있는데 하다보면 남는 것도 있음. 그리고 각각에 챕터 별로 어려운 주제 하나씩 꼭 설명 하시고 그거에 대해 시험 출제하심. 기말로 갈 수록 내용이 딥해짐. 교수님 인성이 좋으시고 강의 준비나 자료는 철저하신 편. 강의력이 좋으신 편은 아니나 여러가지 고려했을 때 1점 줄 수업은 절대 아님..	20212
과제는 2주에 한 번씩 나가는데 진짜 의미 없는 과제임 말로 터는 프로젝트로 점수 판가름남 사실상 없어도 되는 과목출결은 사실상 반영 없음 두번 결석에 수 번 지각해도 1점 깎임	02122
진짜 별로.내가 들은 수업중 최악이였음.중간중간 과재 ㅈㄴ 많음 진짜 이 수업 수강신청을 한 나를 때려 죽이고 싶음.진짜 제발 듣지마....출석 중간중간 계속 불러서 중간에 화장실 갈수도 없고, 과제 진짜 개 많음. 그리고 결정적으로 등록금이 진짜 개 아까움.이수업 듣고있을 바엔 자퇴한다	02022
믿고선택하는 윤진숙 교수님 뭐나올지 알려주고 시험 어렵지않고 시험전날이긴하지만 정리본까지 올려주심.... 시험 전날이던 당일날이던 정리본을 올려주시는 교수님이 어딨을까요? 진짜 성적  못받기가 쉽지않은 과목임	21211
그냥 비추. 첫날엔 영어로 수업했는데 두번째 수업부터는 한국말로 수업함. 수업도 ㄹㅇ 의식의 흐름이라 한 셋째줄 보다 뒤에 앉으면 뭐라는지 들리지도않음. 성적이의신청 메일보내도 답장없고 문자보내도 묵묵부답임. 솔직히 지각 한두번정도 빼고  다른거 다 열심히했는데 성적 낮게나옴. 어떤 기준으로 채점했는지도 모르겠고, 시험 감독도 혼자하면서 중간에 나감.강의계획서엔 없는 뜬금없는 과제도 많음. 예를 들면 단어 뜻찾아서 올리기나 갑자기 다음날까지 발표준비해오라는 식. 그리고 판례 정리해서 올려준댔으면서  시험전날이나 시험당일에 올려줌. 심지어 시험당일에 10분정도 수업도 함. 판단은 알아서 하시길.	02200
1점도 아까운 인생 최악의 교수님과 강의..... 왜 진작 드랍안했는지 모르겠어요ㅎ 이렇게 느끼는 게 저 뿐만이 아니라는게 함정....^^ 일단 교수님이 수업에 별로 열정이 없어보이나 자기애(?)가 강하십니다 그래서 마치 자기가 잘 가르치는 교수인 줄 아시는 게 크나 큰 함정.... 1시간 45분의 긴 수업임에도 매일 1시간 또는 그 이하를 하고 마치고 (진도를 20분이면 다 나갈때도 많음) 피피티를 보며 그저 읽는 수준이라고 하기도 뭐하고 말 몇번 하다 그냥 넘기십니다. 피피티에도 틀린 부분이 많으나 본인도 그걸 모르십니다ㅎ... 그렇게 가르치는 것 하나 없고 솔직히 독학을 해야하는 수업을 가르치시고 시험은 수업 피피티보다 훨씬 더 활용하는 걸 내십니다;; 솔직히 강의평가 왜 좋은지모르겠어요... 수업 질 떨어지는건 들어보신 분들은 다 아실텐데 ㅠㅠ.... 저는 앞으로 무조건 믿거할 교수님이에요 진심	22200
실습은 그냥 교재있는그대로 타이핑하면되고 시험문제 다 알려줌지극히 개념위주고 계산문제 있지만 그렇게 복잡하지않음그외 서술형문제기때문에 채점기준 명확하지않음항상 수업은 일찍끝내줌말뒤끝을 흘려서 말하고 어버버 거리고 전달하고자하는바를 제대로 입밖으로 못 꺼내서 무슨말인지 못알아듣겠음 그냥 혼자 책보고 공부하셈학생들이 이 교수님 수업 많이 안듣는이유를 알게됨 역시 애들이 기피하는 교수 강의는 그만한 이유가있음	22200
교수님 진짜 좋으심. 현성서는 무조건 성신형 교수님 들어야함. 성격도 좋으시고 수업은 좀 지루하지만 학생들과 소통하려고 노력하심.그리고 중간고사 시험 문제 어디서 나오는지 답은 어디 있는지까지 페이지  다 알려주셔서 전날 공부해도 될 정도로 부담도 적음.	21202
내용은 지루하지만 교수님 인성은 좋으셔서 미안한 수업이었다	22201
교수님 좋으세요철학적인 얘기 많이 해주셔서 도움 돼요	22201
중간고사땐 시험 기말은 주제골라서 글쓰는거였다 교수님 자체는 좋으시고 존경하지만 과목이과목인지라 지루했다	22201
노잼...교수님 인격이 뛰어난 것은 인정하지만 과목자체도 그렇고 교수님 설명도 지루하시다.... 그리고 약간 시험이 오잉 이걸출제하나라는 생각이 드는 문제도 있었음.	22201
일단 교수님이 교양이라는걸 인지하시고 종교강요를 절대로 안하신다. 조모임은 그냥 조를 임의로짜서 조별수업때 토론하고 대표가 스캠에 글 올리는 형식이다.(별로 어렵지도않고 대충해도 ㄱㅊ 과제반영안됨)시험은 중간,기말 총 2번인데 중간고사는 객관식, 기말고사는 서술형레포트식이었다.중간고사는  교수님이 시험 1~2주전에 찝어주신거에서 다나오는데 정말 구석구석 다 외워야지 시험잘볼수있다. 다들 교양이라고 무시하는데 3학점짜리라 다른 전공망했으면 여기에 올인하는것도 ㄱㅊㄱㅊ 개꿀이다.기말고사는  주제알려주시고 미리 자료 준비해서 시간안에 레포트쓰는형식이다.	11211
종교적 강요도 없으시고 교양 수업 듣듯이 편했어요. 시험은 범위 다 알려주시니까 전날에 준비해도 충분합니다.	21221
매주 토론을 하지만 은근 재밌고 직접 수업들어보면 왜 갓신형이라고 하는지 알 것 같다. 시험도 너무 쉽지도 너무 어렵지도 않게 적절하게 잘 내시는 것 같다.	21211
일단 기독교에 편향되지 않은 수업이라 꿀강의 먹고 들어감.  별점 하나 깍은 이유는 수업을 안들어도 시험 보는거랑은 상관 없다는 점, 자거나 떠들어도 통제하지 않는다는 점때문에 깎음. 이런 것들이 꿀강의 요소에 들어가긴 하지만 나름 열심히 수업 들은 사람으로써 변별력이 없다고 생각하기에... 시험중간은 책에서 내느라고 기독교적 요소가 있지만, 대신 전부 다 찝어주심. 근데 "이 문장 외우세요." 라고 한다고 해서 정말 그 문장만 외워가면 뒤통수 맞음. 그러니 그 주변으로 맥락 파악하시길...기말은 논술형인데 채점 기준은 잘 모르겠지만 그렇다고 어려운 것도 아니고 해서 무난함.조별 활동조모임은 따로 없고 수업 시간에 그냥 간단하고 재밌는(?) 토론을 하는데 그게 끝임. 그 토론 주제도 무겁고 어려운게 아니라 행복의 조건은 무엇이 있을까? 라던가 영화 일부를 보고 그 주인공처럼 신비한 능력이 생기면 무엇을 할 것인가? 이런 간단한 내용과제조별 활동때 토론 했던 내용을 간단하게 4-6줄 정도로 요약하여 제출하면 됨. 그런데 조에서 한 명만 내면 되는거라 돌아가면서 하면 한번만 제출하면 되고 경우에 따라 몇명은 두번 제출하기도 함.	00211
딱 정각에 출석불러주시는 단점이 아닌 단점이 있는데 열심히 뛰어서 출첵중에 들어가면 세이프예요. 저 무굔데 기독교적인 사고를 강요하지 않아서 좋았고 생각을 많이 할 수 있었던 수업이었어요. 조별토론이 거의 대부분인데 그냥 토의하고 발표도 몇몇만 하는거라 부담이 없어요!! 글고 중간시험은 객관식으로 찝어주시고 기말은 서술형 글쓰기 시험인데 부담없고 좋았어용	21011
조별 모임 1주 1번 꼴로 있는데 모여서 토론함. 그리고 토론 내용 발표하고 정리해서 교수님이 만드신 과제방에 올려야 됨. 이 얘기 들으면 부담 심할것 같지만 하나도 부담 안 됨 .해보면 앎. 그리고 하기만 하면 점수는 만점 주시는 듯.교수님이 친절하심시험은 교수님이 다 알려주시니 조금만 신경쓰면 좋은 점수 받을 수 있음수업은 듣는 사람에 따라 흥미로울수도 지루할수도 자도 뭐라 안 하신다고 수업 첫날 말씀 하심	21212
처음에 제가 기독교가 아니라서 현성서가 교필이라 했을때 걱정 많이했는데 성신형 교수님 최곱니다ㅠㅜ너무 편향되게 가르치시지도 않았고 되게 사회적인 이슈 얘기도 많이 해주셨어요. 또 최대한 기독교에 포커스를 맞추면서 수업하지않으려 노력하신 것 같아요! 수업시간에 많은 학우분들이 주무시지만...(물론 저도 후반부로 갈수록 그랬지만ㅠㅠ) 학생들 많이 신경써주세요 피곤한거 신경도 써주시고 이름도 한명한명 다 외워주시고 봄에는 이성이랑 꽃놀이간거 인증하면 수업도 한 번 빼게 해주십니다ㅋㅋㅋㅋ정말 다른 분들 말처럼 교수님이 좋은 분이십니다..체고	22111
